hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-23 00:00,3.374,1.57,4.92
2026-01-23 01:00,2.892,1.584,4.858
2026-01-23 02:00,2.588,1.166,4.44
2026-01-23 03:00,2.459,0.958,4.43
2026-01-23 04:00,2.07,0.792,4.31
2026-01-23 05:00,1.842,0.599,3.891
2026-01-23 06:00,1.734,0.568,3.902
2026-01-23 07:00,1.58,0.313,3.346
2026-01-23 08:00,1.574,0.303,3.623
2026-01-23 09:00,0.71,0.016,2.764
2026-01-23 10:00,0.026,0.0,1.202
2026-01-23 11:00,0.246,0.0,1.923
2026-01-23 12:00,0.323,0.0,1.74
2026-01-23 13:00,0.513,0.503,1.888
2026-01-23 14:00,0.972,0.202,2.508
2026-01-23 15:00,0.752,0.197,2.128
2026-01-23 16:00,0.983,0.207,2.586
2026-01-23 17:00,1.298,0.209,3.432
2026-01-23 18:00,1.296,0.3,3.475
2026-01-23 19:00,1.402,0.305,3.506
2026-01-23 20:00,2.09,0.31,4.196
2026-01-23 21:00,2.155,0.32,4.225
2026-01-23 22:00,2.125,0.31,3.986
2026-01-23 23:00,2.094,0.306,3.982
