hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-14 00:00,2.751,0.344,5.0
2026-02-14 01:00,2.822,0.609,5.0
2026-02-14 02:00,2.672,0.586,5.0
2026-02-14 03:00,2.534,0.5,4.884
2026-02-14 04:00,1.465,0.123,4.228
2026-02-14 05:00,0.828,0.092,3.464
2026-02-14 06:00,0.154,0.0,2.269
2026-02-14 07:00,0.082,0.0,1.042
2026-02-14 08:00,0.098,0.0,1.345
2026-02-14 09:00,0.094,0.0,0.715
2026-02-14 10:00,0.08,0.0,1.058
2026-02-14 11:00,0.036,0.0,1.893
2026-02-14 12:00,0.256,0.0,2.039
2026-02-14 13:00,0.627,0.0,2.296
2026-02-14 14:00,0.649,0.004,2.779
2026-02-14 15:00,0.429,0.0,2.06
2026-02-14 16:00,0.574,0.03,2.439
2026-02-14 17:00,0.712,0.014,2.654
2026-02-14 18:00,0.565,0.006,2.004
2026-02-14 19:00,0.703,0.0,2.454
2026-02-14 20:00,1.126,0.006,3.774
2026-02-14 21:00,1.38,0.01,3.87
2026-02-14 22:00,0.795,0.0,3.056
2026-02-14 23:00,0.622,0.0,2.566
