hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-22 00:00,4.31,2.035,4.924
2026-01-22 01:00,3.96,1.25,4.89
2026-01-22 02:00,2.495,0.59,4.524
2026-01-22 03:00,1.051,0.0,2.809
2026-01-22 04:00,0.108,0.08,1.212
2026-01-22 05:00,0.069,0.0,1.064
2026-01-22 06:00,0.135,0.019,0.197
2026-01-22 07:00,0.13,0.0,0.27
2026-01-22 08:00,0.05,0.0,0.52
2026-01-22 09:00,1.044,0.0,2.99
2026-01-22 10:00,0.936,0.028,3.068
2026-01-22 11:00,0.958,0.148,2.62
2026-01-22 12:00,0.53,0.16,1.84
2026-01-22 13:00,0.972,0.524,2.328
2026-01-22 14:00,1.47,0.792,3.751
2026-01-22 15:00,2.319,0.863,4.118
2026-01-22 16:00,1.917,0.854,3.661
2026-01-22 17:00,3.264,1.378,4.551
2026-01-22 18:00,3.015,1.155,4.541
2026-01-22 19:00,3.238,1.838,4.571
2026-01-22 20:00,3.568,1.989,4.887
2026-01-22 21:00,3.22,1.838,4.822
2026-01-22 22:00,3.446,1.642,4.678
2026-01-22 23:00,3.414,1.636,4.708
