hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-24 00:00,1.478,0.048,3.769
2026-01-24 01:00,1.202,0.0,3.154
2026-01-24 02:00,0.545,0.0,2.21
2026-01-24 03:00,0.324,0.0,1.634
2026-01-24 04:00,0.318,0.004,1.051
2026-01-24 05:00,0.282,0.0,1.188
2026-01-24 06:00,0.544,0.126,2.366
2026-01-24 07:00,1.354,0.423,4.216
2026-01-24 08:00,1.824,0.767,4.148
2026-01-24 09:00,3.912,1.204,4.674
2026-01-24 10:00,4.511,2.216,4.876
2026-01-24 11:00,4.714,3.256,4.958
2026-01-24 12:00,4.89,3.436,4.956
2026-01-24 13:00,4.883,3.778,4.976
2026-01-24 14:00,4.894,3.619,4.996
2026-01-24 15:00,4.962,3.624,5.0
2026-01-24 16:00,4.906,4.096,5.0
2026-01-24 17:00,4.964,4.096,5.0
2026-01-24 18:00,4.932,4.116,5.0
2026-01-24 19:00,4.874,3.19,5.0
2026-01-24 20:00,4.926,3.1,5.0
2026-01-24 21:00,4.922,2.81,5.0
2026-01-24 22:00,4.88,2.834,5.0
2026-01-24 23:00,4.734,2.536,5.0
