hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-07 00:00,0.108,0.0,0.78
2026-01-07 01:00,0.107,0.0,0.688
2026-01-07 02:00,0.107,0.0,0.792
2026-01-07 03:00,0.152,0.0,1.485
2026-01-07 04:00,0.16,0.0,1.306
2026-01-07 05:00,0.22,0.0,1.011
2026-01-07 06:00,0.146,0.0,1.565
2026-01-07 07:00,0.148,0.0,1.497
2026-01-07 08:00,0.045,0.0,1.286
2026-01-07 09:00,0.043,0.0,0.804
2026-01-07 10:00,0.094,0.0,0.899
2026-01-07 11:00,0.08,0.0,0.942
2026-01-07 12:00,0.076,0.0,1.263
2026-01-07 13:00,0.09,0.0,1.236
2026-01-07 14:00,0.056,0.0,1.178
2026-01-07 15:00,0.084,0.0,1.188
2026-01-07 16:00,0.1,0.0,1.161
2026-01-07 17:00,0.199,0.0,0.908
2026-01-07 18:00,0.186,0.0,1.209
2026-01-07 19:00,0.305,0.0,1.958
2026-01-07 20:00,0.347,0.0,1.87
2026-01-07 21:00,0.42,0.0,2.308
2026-01-07 22:00,0.308,0.0,2.268
2026-01-07 23:00,0.308,0.0,2.213
