hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-22 00:00,2.802,1.16,4.704
2026-02-22 01:00,2.554,0.77,4.774
2026-02-22 02:00,1.772,0.34,4.252
2026-02-22 03:00,1.037,0.014,3.713
2026-02-22 04:00,0.648,0.0,3.051
2026-02-22 05:00,0.0,0.0,0.878
2026-02-22 06:00,0.08,0.0,1.16
2026-02-22 07:00,0.052,0.0,1.018
2026-02-22 08:00,0.266,0.0,1.172
2026-02-22 09:00,0.078,0.0,0.998
2026-02-22 10:00,0.146,0.0,1.827
2026-02-22 11:00,0.791,0.053,3.81
2026-02-22 12:00,1.817,0.456,4.762
2026-02-22 13:00,3.451,1.584,4.816
2026-02-22 14:00,3.622,2.41,4.856
2026-02-22 15:00,3.56,1.544,4.86
2026-02-22 16:00,4.058,1.452,4.946
2026-02-22 17:00,4.108,1.218,4.982
2026-02-22 18:00,2.973,0.818,4.702
2026-02-22 19:00,2.784,0.744,4.6
2026-02-22 20:00,2.354,0.721,4.377
2026-02-22 21:00,1.951,0.484,4.389
2026-02-22 22:00,1.918,0.473,4.306
2026-02-22 23:00,2.516,0.577,4.462
