hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-04 00:00,1.58,0.326,4.52
2026-01-04 01:00,1.45,0.179,4.206
2026-01-04 02:00,1.222,0.067,3.7
2026-01-04 03:00,1.182,0.067,4.1
2026-01-04 04:00,1.699,0.21,4.48
2026-01-04 05:00,1.578,0.204,3.906
2026-01-04 06:00,2.027,0.332,4.112
2026-01-04 07:00,1.991,0.322,4.115
2026-01-04 08:00,2.019,0.391,4.424
2026-01-04 09:00,1.674,0.227,4.39
2026-01-04 10:00,0.27,0.01,1.756
2026-01-04 11:00,0.037,0.0,1.172
2026-01-04 12:00,0.121,0.008,1.118
2026-01-04 13:00,0.15,0.01,1.443
2026-01-04 14:00,0.172,0.019,2.078
2026-01-04 15:00,0.391,0.01,2.466
2026-01-04 16:00,0.098,0.019,2.533
2026-01-04 17:00,1.336,0.094,3.839
2026-01-04 18:00,1.582,0.222,3.884
2026-01-04 19:00,1.666,0.327,3.913
2026-01-04 20:00,1.832,0.332,4.054
2026-01-04 21:00,1.832,0.338,4.123
2026-01-04 22:00,1.645,0.204,4.125
2026-01-04 23:00,1.39,0.076,3.992
