hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-20 00:00,1.188,0.0,3.88
2026-02-20 01:00,0.882,0.018,3.294
2026-02-20 02:00,1.382,0.051,4.129
2026-02-20 03:00,1.644,0.14,4.471
2026-02-20 04:00,1.68,0.122,4.44
2026-02-20 05:00,1.948,0.136,4.334
2026-02-20 06:00,1.974,0.146,4.363
2026-02-20 07:00,1.777,0.122,4.352
2026-02-20 08:00,1.427,0.075,4.144
2026-02-20 09:00,1.014,0.089,3.916
2026-02-20 10:00,0.786,0.074,3.617
2026-02-20 11:00,0.604,0.092,3.004
2026-02-20 12:00,0.439,0.033,2.502
2026-02-20 13:00,0.355,0.0,2.033
2026-02-20 14:00,0.152,0.0,1.302
2026-02-20 15:00,0.074,0.0,1.263
2026-02-20 16:00,0.114,0.0,1.535
2026-02-20 17:00,0.349,0.0,2.222
2026-02-20 18:00,1.4,0.019,4.145
2026-02-20 19:00,1.974,0.151,4.581
2026-02-20 20:00,2.129,0.149,4.678
2026-02-20 21:00,2.351,0.276,4.744
2026-02-20 22:00,2.382,0.276,4.744
2026-02-20 23:00,1.505,0.007,4.47
