hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-09 00:00,2.264,0.266,4.607
2026-01-09 01:00,2.75,0.432,4.926
2026-01-09 02:00,3.234,0.721,4.8
2026-01-09 03:00,3.164,0.674,4.698
2026-01-09 04:00,2.994,0.25,4.664
2026-01-09 05:00,3.043,0.215,4.72
2026-01-09 06:00,3.466,0.444,4.51
2026-01-09 07:00,3.501,0.626,4.401
2026-01-09 08:00,3.421,0.699,4.54
2026-01-09 09:00,3.528,0.679,4.678
2026-01-09 10:00,2.616,0.858,4.49
2026-01-09 11:00,1.87,0.244,4.046
2026-01-09 12:00,2.18,0.248,4.273
2026-01-09 13:00,2.253,0.23,4.252
2026-01-09 14:00,1.496,0.132,3.764
2026-01-09 15:00,1.105,0.106,2.676
2026-01-09 16:00,0.514,0.01,2.134
2026-01-09 17:00,0.596,0.0,1.915
2026-01-09 18:00,0.642,0.0,1.855
2026-01-09 19:00,0.568,0.001,2.519
2026-01-09 20:00,0.746,0.0,2.787
2026-01-09 21:00,0.746,0.0,2.812
2026-01-09 22:00,0.574,0.0,3.195
2026-01-09 23:00,0.476,0.0,2.71
