hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-16 00:00,0.285,0.025,1.595
2026-01-16 01:00,0.799,0.02,2.614
2026-01-16 02:00,0.136,0.003,1.263
2026-01-16 03:00,0.078,0.004,1.22
2026-01-16 04:00,0.274,0.011,1.457
2026-01-16 05:00,0.592,0.017,2.198
2026-01-16 06:00,1.034,0.18,3.41
2026-01-16 07:00,1.022,0.485,3.33
2026-01-16 08:00,0.762,0.296,2.878
2026-01-16 09:00,0.734,0.367,2.975
2026-01-16 10:00,0.629,0.333,2.629
2026-01-16 11:00,0.826,0.378,2.722
2026-01-16 12:00,0.67,0.373,2.721
2026-01-16 13:00,0.956,0.457,2.71
2026-01-16 14:00,1.265,0.588,3.407
2026-01-16 15:00,2.009,0.632,3.953
2026-01-16 16:00,2.386,0.644,4.018
2026-01-16 17:00,1.535,0.628,3.408
2026-01-16 18:00,1.482,0.681,3.432
2026-01-16 19:00,1.457,0.728,3.012
2026-01-16 20:00,1.298,0.644,2.997
2026-01-16 21:00,1.568,0.755,3.574
2026-01-16 22:00,1.518,0.724,3.133
2026-01-16 23:00,2.328,0.706,4.036
