hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-30 00:00,4.275,1.244,4.848
2026-01-30 01:00,4.173,1.427,4.88
2026-01-30 02:00,4.102,1.406,4.742
2026-01-30 03:00,3.947,1.364,4.712
2026-01-30 04:00,4.122,1.231,4.692
2026-01-30 05:00,3.414,0.432,4.599
2026-01-30 06:00,3.834,0.623,4.764
2026-01-30 07:00,3.849,0.669,4.766
2026-01-30 08:00,3.854,0.736,4.767
2026-01-30 09:00,4.188,1.543,4.904
2026-01-30 10:00,4.176,1.943,4.848
2026-01-30 11:00,4.652,2.644,4.948
2026-01-30 12:00,4.664,2.558,4.964
2026-01-30 13:00,4.631,2.412,4.969
2026-01-30 14:00,4.677,2.294,4.976
2026-01-30 15:00,4.798,2.862,4.958
2026-01-30 16:00,4.701,2.603,5.0
2026-01-30 17:00,3.584,1.779,4.626
2026-01-30 18:00,1.618,0.916,2.927
2026-01-30 19:00,0.838,0.838,2.17
2026-01-30 20:00,1.172,1.078,2.462
2026-01-30 21:00,1.282,0.969,2.782
2026-01-30 22:00,1.345,1.05,2.779
2026-01-30 23:00,0.748,0.748,2.094
