hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-16 00:00,0.356,0.0,1.612
2026-01-16 01:00,0.784,0.0,2.322
2026-01-16 02:00,0.188,0.0,1.107
2026-01-16 03:00,0.127,0.0,1.192
2026-01-16 04:00,0.323,0.0,1.618
2026-01-16 05:00,0.588,0.003,2.141
2026-01-16 06:00,1.037,0.076,3.446
2026-01-16 07:00,1.422,0.08,3.352
2026-01-16 08:00,1.098,0.136,3.143
2026-01-16 09:00,0.814,0.141,3.174
2026-01-16 10:00,0.754,0.158,2.822
2026-01-16 11:00,0.642,0.287,2.565
2026-01-16 12:00,0.713,0.288,2.592
2026-01-16 13:00,0.923,0.359,2.504
2026-01-16 14:00,1.296,0.428,3.028
2026-01-16 15:00,1.974,0.518,3.826
2026-01-16 16:00,2.165,0.824,3.936
2026-01-16 17:00,1.238,0.707,3.21
2026-01-16 18:00,1.241,0.712,3.158
2026-01-16 19:00,1.169,0.747,3.038
2026-01-16 20:00,0.954,0.741,2.932
2026-01-16 21:00,1.259,0.749,3.404
2026-01-16 22:00,1.222,0.732,3.21
2026-01-16 23:00,2.043,0.832,3.958
