hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-09 00:00,2.354,0.296,4.624
2026-01-09 01:00,2.858,0.438,4.938
2026-01-09 02:00,3.376,0.734,4.906
2026-01-09 03:00,3.288,0.68,4.854
2026-01-09 04:00,3.056,0.233,4.78
2026-01-09 05:00,3.141,0.275,4.805
2026-01-09 06:00,3.508,0.307,4.578
2026-01-09 07:00,3.598,0.513,4.496
2026-01-09 08:00,3.543,0.494,4.583
2026-01-09 09:00,3.59,0.458,4.683
2026-01-09 10:00,2.612,0.839,4.404
2026-01-09 11:00,1.622,0.295,3.888
2026-01-09 12:00,2.034,0.31,4.188
2026-01-09 13:00,2.198,0.289,4.16
2026-01-09 14:00,1.436,0.151,3.664
2026-01-09 15:00,1.244,0.095,2.598
2026-01-09 16:00,0.482,0.0,2.436
2026-01-09 17:00,0.506,0.012,1.926
2026-01-09 18:00,0.51,0.004,1.842
2026-01-09 19:00,0.537,0.0,2.531
2026-01-09 20:00,0.728,0.0,2.809
2026-01-09 21:00,0.726,0.0,2.892
2026-01-09 22:00,0.629,0.0,3.058
2026-01-09 23:00,0.488,0.0,2.803
