hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-05 00:00,3.184,0.756,5.0
2026-02-05 01:00,3.626,1.128,5.0
2026-02-05 02:00,4.143,1.902,4.992
2026-02-05 03:00,4.353,2.54,4.98
2026-02-05 04:00,4.716,3.685,5.0
2026-02-05 05:00,4.898,4.358,5.0
2026-02-05 06:00,4.894,4.894,5.0
2026-02-05 07:00,4.896,4.896,5.0
2026-02-05 08:00,4.791,4.774,5.0
2026-02-05 09:00,4.879,4.879,5.0
2026-02-05 10:00,4.9,4.884,5.0
2026-02-05 11:00,4.902,4.902,5.0
2026-02-05 12:00,4.898,4.738,5.0
2026-02-05 13:00,4.894,4.604,5.0
2026-02-05 14:00,4.902,4.281,5.0
2026-02-05 15:00,4.73,3.419,5.0
2026-02-05 16:00,4.694,3.656,5.0
2026-02-05 17:00,4.694,3.7,5.0
2026-02-05 18:00,4.694,3.556,5.0
2026-02-05 19:00,4.668,2.852,5.0
2026-02-05 20:00,3.649,2.358,5.0
2026-02-05 21:00,3.358,2.178,5.0
2026-02-05 22:00,3.44,2.187,5.0
2026-02-05 23:00,3.263,2.223,5.0
