hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-05 00:00,1.892,0.113,4.289
2026-01-05 01:00,2.047,0.096,4.511
2026-01-05 02:00,2.052,0.13,4.477
2026-01-05 03:00,2.112,0.096,4.466
2026-01-05 04:00,2.112,0.088,4.332
2026-01-05 05:00,1.342,0.031,3.523
2026-01-05 06:00,1.263,0.009,3.331
2026-01-05 07:00,1.097,0.014,3.254
2026-01-05 08:00,0.454,0.0,2.314
2026-01-05 09:00,0.152,0.0,1.769
2026-01-05 10:00,0.157,0.009,1.492
2026-01-05 11:00,0.096,0.0,1.434
2026-01-05 12:00,0.07,0.0,0.944
2026-01-05 13:00,0.06,0.0,0.957
2026-01-05 14:00,0.094,0.0,0.862
2026-01-05 15:00,0.121,0.003,0.978
2026-01-05 16:00,0.164,0.0,0.901
2026-01-05 17:00,0.31,0.004,1.517
2026-01-05 18:00,0.272,0.004,1.26
2026-01-05 19:00,0.415,0.004,1.451
2026-01-05 20:00,0.59,0.01,2.869
2026-01-05 21:00,1.294,0.004,3.927
2026-01-05 22:00,1.146,0.004,3.724
2026-01-05 23:00,1.15,0.004,3.762
