hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-09 00:00,2.294,0.265,4.554
2026-01-09 01:00,2.778,0.542,4.764
2026-01-09 02:00,3.345,0.872,4.778
2026-01-09 03:00,3.291,0.824,4.657
2026-01-09 04:00,3.034,0.476,4.626
2026-01-09 05:00,3.32,0.706,4.596
2026-01-09 06:00,3.488,0.622,4.504
2026-01-09 07:00,3.51,0.918,4.395
2026-01-09 08:00,3.544,0.922,4.624
2026-01-09 09:00,3.525,0.868,4.666
2026-01-09 10:00,2.461,0.621,4.383
2026-01-09 11:00,1.606,0.237,3.966
2026-01-09 12:00,1.953,0.21,4.252
2026-01-09 13:00,2.099,0.199,4.281
2026-01-09 14:00,1.33,0.198,3.675
2026-01-09 15:00,0.959,0.044,2.347
2026-01-09 16:00,0.507,0.012,2.086
2026-01-09 17:00,0.503,0.02,1.682
2026-01-09 18:00,0.452,0.02,1.622
2026-01-09 19:00,0.582,0.02,2.374
2026-01-09 20:00,0.642,0.019,2.52
2026-01-09 21:00,0.644,0.019,2.672
2026-01-09 22:00,0.52,0.007,2.963
2026-01-09 23:00,0.49,0.006,2.683
