hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-02-25 00:00,0.117,0.0,1.352
2026-02-25 01:00,0.164,0.0,1.768
2026-02-25 02:00,0.233,0.0,2.15
2026-02-25 03:00,0.258,0.0,2.79
2026-02-25 04:00,0.422,0.0,3.094
2026-02-25 05:00,0.609,0.0,3.416
2026-02-25 06:00,0.623,0.0,3.556
2026-02-25 07:00,1.006,0.0,3.693
2026-02-25 08:00,1.261,0.006,4.692
2026-02-25 09:00,1.959,0.006,4.565
2026-02-25 10:00,2.442,0.26,4.969
2026-02-25 11:00,2.991,0.822,4.868
2026-02-25 12:00,3.094,0.78,4.94
2026-02-25 13:00,2.66,0.729,4.85
2026-02-25 14:00,1.756,0.604,4.246
2026-02-25 15:00,1.062,0.32,3.956
2026-02-25 16:00,1.08,0.046,3.777
2026-02-25 17:00,0.935,0.027,3.72
2026-02-25 18:00,0.909,0.033,3.563
2026-02-25 19:00,0.818,0.027,3.358
2026-02-25 20:00,0.935,0.018,3.363
2026-02-25 21:00,1.028,0.023,3.764
2026-02-25 22:00,1.683,0.064,4.098
2026-02-25 23:00,2.006,0.071,4.357
