hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-25 00:00,4.598,1.904,5.0
2026-01-25 01:00,4.438,1.549,5.0
2026-01-25 02:00,3.659,0.901,5.0
2026-01-25 03:00,2.361,0.348,4.811
2026-01-25 04:00,1.795,0.106,4.021
2026-01-25 05:00,0.882,0.0,2.836
2026-01-25 06:00,0.181,0.0,0.72
2026-01-25 07:00,0.081,0.0,0.432
2026-01-25 08:00,0.078,0.0,0.409
2026-01-25 09:00,0.068,0.0,0.409
2026-01-25 10:00,0.096,0.0,0.548
2026-01-25 11:00,0.07,0.0,0.934
2026-01-25 12:00,0.146,0.0,1.234
2026-01-25 13:00,0.182,0.0,2.099
2026-01-25 14:00,0.382,0.114,1.989
2026-01-25 15:00,0.785,0.124,2.462
2026-01-25 16:00,1.186,0.111,3.262
2026-01-25 17:00,2.528,0.56,4.47
2026-01-25 18:00,1.988,0.389,4.38
2026-01-25 19:00,1.712,0.26,4.132
2026-01-25 20:00,1.721,0.171,4.107
2026-01-25 21:00,1.372,0.112,3.528
2026-01-25 22:00,0.819,0.066,3.394
2026-01-25 23:00,0.262,0.09,1.942
