hour_astana,plan_mwh,p10_mwh,p90_mwh
2026-01-13 00:00,0.548,0.0,2.48
2026-01-13 01:00,0.512,0.0,2.276
2026-01-13 02:00,0.582,0.0,2.449
2026-01-13 03:00,0.414,0.0,2.404
2026-01-13 04:00,0.304,0.0,2.35
2026-01-13 05:00,0.132,0.0,1.305
2026-01-13 06:00,0.047,0.0,0.943
2026-01-13 07:00,0.097,0.0,0.82
2026-01-13 08:00,0.084,0.0,0.686
2026-01-13 09:00,0.094,0.0,0.92
2026-01-13 10:00,0.092,0.0,1.161
2026-01-13 11:00,0.136,0.0,2.638
2026-01-13 12:00,0.966,0.0,3.719
2026-01-13 13:00,1.108,0.0,3.91
2026-01-13 14:00,1.965,0.056,4.452
2026-01-13 15:00,3.488,0.233,4.644
2026-01-13 16:00,4.039,0.582,4.89
2026-01-13 17:00,4.39,0.976,4.909
2026-01-13 18:00,4.374,1.002,4.92
2026-01-13 19:00,4.389,0.997,4.926
2026-01-13 20:00,4.186,0.606,4.916
2026-01-13 21:00,4.034,0.357,4.81
2026-01-13 22:00,3.288,0.27,4.767
2026-01-13 23:00,2.803,0.238,4.484
